annee,theme,id_caracteristiques,nom_caracteristique,chiffre_total,chiffre_hommes,chiffre_femmes,taux_total,taux_hommes,taux_femmes
2021,Caractéristiques du ménage,1469,Total - Logements privés occupés selon les indicateurs de logement - Données-échantillon (25 %),12405,,,100.0,,
2021,Caractéristiques du ménage,1470,  Total - Ménages « consacrant 30 % ou plus du revenu aux frais de logement » ou « logement de taille insuffisante » ou « réparations majeures requises »,2020,,,16.3,,
2021,Caractéristiques du ménage,1471,    30 % ou plus du revenu est consacré aux frais de logement seulement,1345,,,10.8,,
2021,Caractéristiques du ménage,1472,    Logement de taille non convenable seulement,195,,,1.6,,
2021,Caractéristiques du ménage,1473,    Réparations majeures requises seulement,380,,,3.1,,
2021,Caractéristiques du ménage,1474,    « 30 % ou plus du revenu est consacré aux frais de logement » et « logement de taille non convenable »,20,,,0.2,,
2021,Caractéristiques du ménage,1475,    « 30 % ou plus du revenu est consacré aux frais de logement » et « réparations majeures requises  »,65,,,0.5,,
2021,Caractéristiques du ménage,1476,    « Logement de taille non convenable » et « réparations majeures requises »,15,,,0.1,,
2021,Caractéristiques du ménage,1477,    « 30 % ou plus du revenu est consacré aux frais de logement » et « logement de taille non convenable » et « réparations majeures requises »,0,,,0.0,,
2021,Caractéristiques du ménage,1478,  Logement acceptable,10385,,,83.7,,
2021,Caractéristiques du ménage,1479,"Total - Ménages propriétaires et locataires dont le revenu total du ménage est supérieur à zéro et le rapport des frais de logement au revenu est moins de 100 %, dans les logements privés non agricole, hors réserve - Données-échantillon (25 %)",12270,,,100.0,,
2021,Caractéristiques du ménage,1480,  Ayant des besoins impérieux en matière de logement,435,,,3.5,,
2021,Caractéristiques du ménage,1481,  N'ayant pas de besoins impérieux en matière de logement,11840,,,96.5,,
2021,Caractéristiques du ménage,1482,"Total - Ménages propriétaires dans les logements privés non agricoles, hors réserve - Données-échantillon (25 %)",9205,,,,,
2021,Caractéristiques du ménage,1483,  % de ménages propriétaires avec hypothèque,76.2,,,76.2,,
2021,Caractéristiques du ménage,1484,  % de ménages propriétaires consacrant 30 % ou plus de leur revenu aux frais de logement,8.2,,,8.2,,
2021,Caractéristiques du ménage,1485,  % ayant des besoins impérieux en matière de logement,1.3,,,1.3,,
2021,Caractéristiques du ménage,1486,  Frais de logement mensuels médians pour les logements occupés par un ménage propriétaire ($),1400,,,1400,,
2021,Caractéristiques du ménage,1487,  Frais de logement mensuels moyens pour les logements occupés par un ménage propriétaire ($),1428,,,1428,,
2021,Caractéristiques du ménage,1488,  Valeur médiane des logements ($),400000,,,400000,,
2021,Caractéristiques du ménage,1489,  Valeur moyenne des logements ($),436400,,,436400,,
2021,Caractéristiques du ménage,1490,"Total - Ménages locataires dans les logements privés non agricoles, hors réserve - Données-échantillon (25 %)",3200,,,,,
2021,Caractéristiques du ménage,1491,  % de ménages locataires dans un logement subventionné,6.6,,,6.6,,
2021,Caractéristiques du ménage,1492,  % de ménages locataires consacrant 30 % ou plus de leur revenu aux frais de logement,21.3,,,21.3,,
2021,Caractéristiques du ménage,1493,  % ayant des besoins impérieux en matière de logement,10.1,,,10.1,,
2021,Caractéristiques du ménage,1494,  Frais de logement mensuels médians pour les logements occupés par un ménage locataire ($),910,,,910,,
2021,Caractéristiques du ménage,1495,  Frais de logement mensuels moyens pour les logements occupés par un ménage locataire ($),940,,,940,,
2021,Caractéristiques du ménage,1496,"Total - Ménages habitant un logement fourni par le gouvernement local, la Première Nation ou la bande indienne dans des logements privés non agricoles - Données-échantillon (25 %)",0,,,,,
2021,Caractéristiques du ménage,1497,"  % de ménages habitant un logement fourni par le gouvernement local, la Première Nation ou la bande indienne consacrant 30 % ou plus de leur revenu aux frais de logement",,,,,,
2021,Caractéristiques du ménage,1498,"  Frais de logement mensuels médians pour les logements fourni par le gouvernement local, la Première Nation ou la bande indienne ($)",,,,,,
2021,Caractéristiques du ménage,1499,"  Frais de logement mensuels moyens pour les logements fourni par le gouvernement local, la Première Nation ou la bande indienne ($)",,,,,,
2021,Ascendance autochtone,1500,Total -  Ascendance autochtone pour la population dans les ménages privés - Données-échantillon (25 %),30895,15225,15675,100.0,100.0,100.0
2021,Ascendance autochtone,1501,  Ascendance autochtone (seulement),255,135,120,0.8,0.9,0.8
2021,Ascendance autochtone,1502,    Ascendance autochtone unique (seulement),250,125,120,0.8,0.8,0.8
2021,Ascendance autochtone,1503,      Ascendance unique - Premières Nations (Indiens de l'Amérique du Nord),215,110,110,0.7,0.7,0.7
2021,Ascendance autochtone,1504,      Ascendance unique - Métis,25,15,0,0.1,0.1,0.0
2021,Ascendance autochtone,1505,      Ascendance unique - Inuit,10,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1506,    Ascendances autochtones multiples (seulement),0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1507,      Ascendances - Premières Nations (Indiens de l'Amérique du Nord) et Métis seulement,0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1508,      Ascendances - Premières Nations (Indiens de l'Amérique du Nord) et Inuit seulement,0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1509,      Ascendances - Métis et Inuit seulement,0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1510,      Ascendances - Premières Nations (Indiens de l'Amérique du Nord) et Métis et Inuit seulement,0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1511,  Ascendances autochtones et non autochtones,920,420,495,3.0,2.8,3.2
2021,Ascendance autochtone,1512,    Ascendance autochtone unique et ascendance non autochtone,915,420,490,3.0,2.8,3.1
2021,Ascendance autochtone,1513,      Ascendances - Premières Nations (Indiens de l'Amérique du Nord) et non autochtone seulement,830,380,450,2.7,2.5,2.9
2021,Ascendance autochtone,1514,      Ascendances - Métis et non autochtone seulement,70,40,35,0.2,0.3,0.2
2021,Ascendance autochtone,1515,      Ascendances - Inuit et non autochtone seulement,0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1516,    Ascendances autochtones et non autochtones multiples,0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1517,"      Ascendances - Premières Nations (Indiens de l'Amérique du Nord), Métis et non autochtone  seulement",0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1518,"      Ascendances - Premières Nations (Indiens de l'Amérique du Nord), Inuit et non autochtone  seulement",0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1519,"      Ascendances - Métis, Inuit et non autochtone  seulement",0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1520,"      Ascendances - Premières Nations (Indiens de l'Amérique du Nord), Métis, Inuit et non autochtone  seulement",0,0,0,0.0,0.0,0.0
2021,Ascendance autochtone,1521,  Ascendance non autochtone seulement,29725,14665,15060,96.2,96.3,96.1
2021,Citoyenneté,1522,Total - Citoyenneté pour la population dans les ménages privés - Données-échantillon (25 %),30895,15225,15675,100.0,100.0,100.0
2021,Citoyenneté,1523,  Citoyens canadiens,30170,14895,15270,97.7,97.8,97.4
2021,Citoyenneté,1524,    Citoyens canadiens âgés de moins de 18 ans,7775,3960,3815,25.2,26.0,24.3
2021,Citoyenneté,1525,    Citoyens canadiens âgés de 18 ans et plus,22390,10935,11450,72.5,71.8,73.0
2021,Citoyenneté,1526,  Ne sont pas des citoyens canadiens,730,330,400,2.4,2.2,2.6
2021,Statut d'immigrant et période d'immigration,1527,Total - Statut d'immigrant et période d'immigration pour la population dans les ménages privés - Données-échantillon (25 %),30895,15225,15675,100.0,100.0,100.0
2021,Statut d'immigrant et période d'immigration,1528,  Non-immigrants,27940,13815,14130,90.4,90.7,90.1
2021,Statut d'immigrant et période d'immigration,1529,  Immigrants,2875,1370,1505,9.3,9.0,9.6
2021,Statut d'immigrant et période d'immigration,1530,    Avant 1980,340,160,175,1.1,1.1,1.1
2021,Statut d'immigrant et période d'immigration,1531,    1980 à 1990,165,75,95,0.5,0.5,0.6
2021,Statut d'immigrant et période d'immigration,1532,    1991 à 2000,385,200,180,1.2,1.3,1.1
2021,Statut d'immigrant et période d'immigration,1533,    2001 à 2010,905,435,465,2.9,2.9,3.0
2021,Statut d'immigrant et période d'immigration,1534,    2011 à 2021,1085,500,590,3.5,3.3,3.8
2021,Statut d'immigrant et période d'immigration,1535,      2011 à 2015,710,350,355,2.3,2.3,2.3
2021,Statut d'immigrant et période d'immigration,1536,      2016 à 2021,375,145,230,1.2,1.0,1.5
2021,Statut d'immigrant et période d'immigration,1537,  Résidents non permanents,85,45,35,0.3,0.3,0.2
2021,Âge à l'immigration,1538,Total - Âge à l'immigration pour la population des immigrants dans les ménages privés - Données-échantillon (25 %),2870,1370,1505,100.0,100.0,100.0
2021,Âge à l'immigration,1539,  Moins de 5 ans,310,150,160,10.8,10.9,10.6
2021,Âge à l'immigration,1540,  5 à 14 ans,475,235,245,16.6,17.2,16.3
2021,Âge à l'immigration,1541,  15 à 24 ans,385,140,250,13.4,10.2,16.6
2021,Âge à l'immigration,1542,  25 à 44 ans,1575,785,790,54.9,57.3,52.5
2021,Âge à l'immigration,1543,  45 ans et plus,125,60,60,4.4,4.4,4.0
2021,Certains lieux de naissance pour la population des immigrants,1544,Total - Lieu de naissance pour la population des immigrants dans les ménages privés - Données-échantillon (25 %),2870,1370,1505,100.0,100.0,100.0
2021,Certains lieux de naissance pour la population des immigrants,1545,  Amériques,685,305,385,23.9,22.3,25.6
2021,Certains lieux de naissance pour la population des immigrants,1546,    Brésil,85,35,50,3.0,2.6,3.3
2021,Certains lieux de naissance pour la population des immigrants,1547,    Colombie,100,40,60,3.5,2.9,4.0
2021,Certains lieux de naissance pour la population des immigrants,1548,    El Salvador,35,20,15,1.2,1.5,1.0
2021,Certains lieux de naissance pour la population des immigrants,1549,    Guyana,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1550,    Haïti,140,65,70,4.9,4.7,4.7
2021,Certains lieux de naissance pour la population des immigrants,1551,    Jamaïque,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1552,    Mexique,35,10,30,1.2,0.7,2.0
2021,Certains lieux de naissance pour la population des immigrants,1553,    Pérou,40,25,20,1.4,1.8,1.3
2021,Certains lieux de naissance pour la population des immigrants,1554,    Trinité-et-Tobago,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1555,    États-Unis d'Amérique,55,20,30,1.9,1.5,2.0
2021,Certains lieux de naissance pour la population des immigrants,1556,    Autres lieux de naissance en Amériques,195,90,105,6.8,6.6,7.0
2021,Certains lieux de naissance pour la population des immigrants,1557,  Europe,870,410,460,30.3,29.9,30.6
2021,Certains lieux de naissance pour la population des immigrants,1558,    Bosnie-Herzégovine,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1559,    Croatie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1560,    France,370,200,175,12.9,14.6,11.6
2021,Certains lieux de naissance pour la population des immigrants,1561,    Allemagne,35,10,25,1.2,0.7,1.7
2021,Certains lieux de naissance pour la population des immigrants,1562,    Grèce,10,0,0,0.3,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1563,    Hongrie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1564,    Italie,30,20,15,1.0,1.5,1.0
2021,Certains lieux de naissance pour la population des immigrants,1565,    Pays-Bas,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1566,    Pologne,30,10,25,1.0,0.7,1.7
2021,Certains lieux de naissance pour la population des immigrants,1567,    Portugal,40,15,20,1.4,1.1,1.3
2021,Certains lieux de naissance pour la population des immigrants,1568,    Roumanie,55,20,40,1.9,1.5,2.7
2021,Certains lieux de naissance pour la population des immigrants,1569,"    Russie, Fédération de",30,10,20,1.0,0.7,1.3
2021,Certains lieux de naissance pour la population des immigrants,1570,    Serbie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1571,    Ukraine,15,0,10,0.5,0.0,0.7
2021,Certains lieux de naissance pour la population des immigrants,1572,    Royaume-Uni,35,20,15,1.2,1.5,1.0
2021,Certains lieux de naissance pour la population des immigrants,1573,    Autres lieux de naissance en Europe,210,100,110,7.3,7.3,7.3
2021,Certains lieux de naissance pour la population des immigrants,1574,  Afrique,890,460,430,31.0,33.6,28.6
2021,Certains lieux de naissance pour la population des immigrants,1575,    Algérie,140,65,75,4.9,4.7,5.0
2021,Certains lieux de naissance pour la population des immigrants,1576,"    Congo, République démocratique du",25,15,0,0.9,1.1,0.0
2021,Certains lieux de naissance pour la population des immigrants,1577,    Égypte,50,30,20,1.7,2.2,1.3
2021,Certains lieux de naissance pour la population des immigrants,1578,    Érythrée,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1579,    Éthiopie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1580,    Maroc,195,105,90,6.8,7.7,6.0
2021,Certains lieux de naissance pour la population des immigrants,1581,    Nigéria,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1582,    Somalie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1583,"    Afrique du Sud, République d'",20,10,0,0.7,0.7,0.0
2021,Certains lieux de naissance pour la population des immigrants,1584,    Autres lieux de naissance en Afrique,465,235,235,16.2,17.2,15.6
2021,Certains lieux de naissance pour la population des immigrants,1585,  Asie,420,190,235,14.6,13.9,15.6
2021,Certains lieux de naissance pour la population des immigrants,1586,    Afghanistan,95,50,40,3.3,3.6,2.7
2021,Certains lieux de naissance pour la population des immigrants,1587,    Iran,60,30,30,2.1,2.2,2.0
2021,Certains lieux de naissance pour la population des immigrants,1588,    Iraq,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1589,    Liban,35,10,20,1.2,0.7,1.3
2021,Certains lieux de naissance pour la population des immigrants,1590,    Syrie,10,0,10,0.3,0.0,0.7
2021,Certains lieux de naissance pour la population des immigrants,1591,    Turquie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1592,    Chine,100,45,50,3.5,3.3,3.3
2021,Certains lieux de naissance pour la population des immigrants,1593,    Hong Kong,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1594,    Corée du Sud,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1595,    Taïwan,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1596,    Philippines,15,0,15,0.5,0.0,1.0
2021,Certains lieux de naissance pour la population des immigrants,1597,    Viet Nam,20,15,10,0.7,1.1,0.7
2021,Certains lieux de naissance pour la population des immigrants,1598,    Bangladesh,10,10,0,0.3,0.7,0.0
2021,Certains lieux de naissance pour la population des immigrants,1599,    Inde,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1600,    Pakistan,30,15,15,1.0,1.1,1.0
2021,Certains lieux de naissance pour la population des immigrants,1601,    Sri Lanka,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des immigrants,1602,    Autres lieux de naissance en Asie,55,15,35,1.9,1.1,2.3
2021,Certains lieux de naissance pour la population des immigrants,1603,  Océanie et autres lieux de naissance,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1604,Total - Lieu de naissance pour la population des nouveaux immigrants dans les ménages privés - Données-échantillon (25 %),375,145,230,100.0,100.0,100.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1605,  Amériques,70,30,45,18.7,20.7,19.6
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1606,    Brésil,25,15,15,6.7,10.3,6.5
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1607,    Colombie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1608,    Haïti,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1609,    Jamaïque,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1610,    Mexique,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1611,    États-Unis d'Amérique,10,0,0,2.7,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1612,    Venezuela,10,0,10,2.7,0.0,4.3
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1613,    Autres lieux de naissance en Amériques,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1614,  Europe,110,30,80,29.3,20.7,34.8
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1615,    France,55,20,35,14.7,13.8,15.2
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1616,    Allemagne,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1617,    Irlande,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1618,    Italie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1619,"    Russie, Fédération de",0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1620,    Ukraine,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1621,    Royaume-Uni,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1622,    Autres lieux de naissance en Europe,35,0,30,9.3,0.0,13.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1623,  Afrique,115,50,60,30.7,34.5,26.1
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1624,    Algérie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1625,    Burundi,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1626,    Cameroun,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1627,"    Congo, République démocratique du",0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1628,    Côte d'Ivoire,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1629,    Égypte,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1630,    Érythrée,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1631,    Éthiopie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1632,    Maroc,40,20,20,10.7,13.8,8.7
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1633,    Nigéria,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1634,    Somalie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1635,"    Afrique du Sud, République d'",0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1636,    Soudan,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1637,    Tunisie,20,0,15,5.3,0.0,6.5
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1638,    Autres lieux de naissance en Afrique,35,20,15,9.3,13.8,6.5
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1639,  Asie,80,35,40,21.3,24.1,17.4
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1640,    Afghanistan,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1641,    Bangladesh,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1642,    Chine,35,20,10,9.3,13.8,4.3
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1643,    Hong Kong,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1644,    Inde,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1645,    Iran,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1646,    Iraq,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1647,    Israël,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1648,    Japon,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1649,    Jordanie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1650,    Corée du Sud,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1651,    Liban,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1652,    Népal,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1653,    Pakistan,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1654,    Philippines,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1655,    Arabie saoudite,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1656,    Sri Lanka,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1657,    Syrie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1658,    Turquie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1659,    Émirats arabes unis,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1660,    Viet Nam,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1661,    Autres lieux de naissance en Asie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1662,  Océanie et autres,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1663,    Australie,0,0,0,0.0,0.0,0.0
2021,Certains lieux de naissance pour la population des nouveaux immigrants ,1664,    Autres lieux de naissance,0,0,0,0.0,0.0,0.0
2021,Statut des générations,1665,Total - Statut des générations pour la population dans les ménages privés - Données-échantillon (25 %),30900,15230,15670,100.0,100.0,100.0
2021,Statut des générations,1666,  Première génération,3165,1500,1665,10.2,9.8,10.6
2021,Statut des générations,1667,  Deuxième génération,2695,1430,1265,8.7,9.4,8.1
2021,Statut des générations,1668,  Troisième génération ou plus,25040,12300,12745,81.0,80.8,81.3
2021,Catégorie d'admission et type de demandeur,1669,Total - Catégorie d'admission et type de demandeur de la population immigrante dans les ménages privés admise entre 1980 et 2021 - Données-échantillon (25 %),2535,1210,1325,100.0,100.0,100.0
2021,Catégorie d'admission et type de demandeur,1670,  Immigrants économiques,1615,825,795,63.7,68.2,60.0
2021,Catégorie d'admission et type de demandeur,1671,    Demandeurs principaux,745,445,295,29.4,36.8,22.3
2021,Catégorie d'admission et type de demandeur,1672,    Demandeurs secondaires,870,380,490,34.3,31.4,37.0
2021,Catégorie d'admission et type de demandeur,1673,  Immigrants parrainés par la famille,595,205,390,23.5,16.9,29.4
2021,Catégorie d'admission et type de demandeur,1674,  Réfugiés,310,160,145,12.2,13.2,10.9
2021,Catégorie d'admission et type de demandeur,1675,  Autres immigrants,10,10,0,0.4,0.8,0.0
2021,Expérience avant admission,1676,Total - Expérience avant admission de la population immigrante dans les ménages privés admise entre 1980 et 2021 - Données-échantillon (25 %),2535,1210,1325,100.0,100.0,100.0
2021,Expérience avant admission,1677,  Demande dasile avant ladmission,135,90,50,5.3,7.4,3.8
2021,Expérience avant admission,1678,  Permis de travail seulement avant ladmission,255,105,155,10.1,8.7,11.7
2021,Expérience avant admission,1679,  Permis détudes seulement avant ladmission,65,30,35,2.6,2.5,2.6
2021,Expérience avant admission,1680,  Permis de travail et détudes avant ladmission,130,85,50,5.1,7.0,3.8
2021,Expérience avant admission,1681,  Autres permis avant ladmission,15,10,10,0.6,0.8,0.8
2021,Expérience avant admission,1682,  Sans expérience avant ladmission,1935,900,1035,76.3,74.4,78.1
2021,Minorités visibles,1683,Total - Minorités visibles pour la population dans les ménages privés - Données-échantillon (25 %),30900,15225,15670,100.0,100.0,100.0
2021,Minorités visibles,1684,  Total de la population des minorités visibles,3045,1490,1555,9.9,9.8,9.9
2021,Minorités visibles,1685,    Sud-Asiatique,45,30,20,0.1,0.2,0.1
2021,Minorités visibles,1686,    Chinois,310,140,170,1.0,0.9,1.1
2021,Minorités visibles,1687,    Noir,1105,540,565,3.6,3.5,3.6
2021,Minorités visibles,1688,    Philippin,30,0,20,0.1,0.0,0.1
2021,Minorités visibles,1689,    Arabe,600,300,295,1.9,2.0,1.9
2021,Minorités visibles,1690,    Latino-Américain,450,205,245,1.5,1.3,1.6
2021,Minorités visibles,1691,    Asiatique du Sud-Est,120,65,60,0.4,0.4,0.4
2021,Minorités visibles,1692,    Asiatique occidental,215,120,95,0.7,0.8,0.6
2021,Minorités visibles,1693,    Coréen,0,0,0,0.0,0.0,0.0
2021,Minorités visibles,1694,    Japonais,35,25,15,0.1,0.2,0.1
2021,Minorités visibles,1695,"    Minorité visible, n.i.a.",35,15,20,0.1,0.1,0.1
2021,Minorités visibles,1696,    Minorités visibles multiples,95,55,45,0.3,0.4,0.3
2021,Minorités visibles,1697,  Pas une minorité visible,27855,13740,14120,90.1,90.2,90.1
2021,Origine ethnique ou culturelle,1698,Total - Origine ethnique ou culturelle pour la population dans les ménages privés - Données-échantillon (25 %),30900,15225,15670,100.0,100.0,100.0
2021,Origine ethnique ou culturelle,1699,  Canadien,9785,4790,4995,31.7,31.5,31.9
2021,Origine ethnique ou culturelle,1700,  Anglais,565,355,215,1.8,2.3,1.4
2021,Origine ethnique ou culturelle,1701,  Irlandais,1895,955,945,6.1,6.3,6.0
2021,Origine ethnique ou culturelle,1702,  Écossais,880,480,400,2.8,3.2,2.6
2021,Origine ethnique ou culturelle,1703,"  Français, n.d.a.",8885,4445,4445,28.8,29.2,28.4
2021,Origine ethnique ou culturelle,1704,  Allemand,480,230,255,1.6,1.5,1.6
2021,Origine ethnique ou culturelle,1705,  Chinois,325,135,190,1.1,0.9,1.2
2021,Origine ethnique ou culturelle,1706,  Italien,1155,630,525,3.7,4.1,3.4
2021,Origine ethnique ou culturelle,1707,  Indien de l'Inde,90,60,30,0.3,0.4,0.2
2021,Origine ethnique ou culturelle,1708,  Ukrainien,135,90,45,0.4,0.6,0.3
2021,Origine ethnique ou culturelle,1709,  Hollandais,75,25,55,0.2,0.2,0.4
2021,Origine ethnique ou culturelle,1710,  Polonais,180,90,95,0.6,0.6,0.6
2021,Origine ethnique ou culturelle,1711,  Québécois,3980,1940,2045,12.9,12.7,13.1
2021,Origine ethnique ou culturelle,1712,"  Îles britanniques, n.d.a.",120,70,55,0.4,0.5,0.4
2021,Origine ethnique ou culturelle,1713,  Philippin,35,10,20,0.1,0.1,0.1
2021,Origine ethnique ou culturelle,1714,  Canadien français,2305,1085,1220,7.5,7.1,7.8
2021,Origine ethnique ou culturelle,1715,"  Blanc, n.d.a.",630,305,325,2.0,2.0,2.1
2021,Origine ethnique ou culturelle,1716,"  Premières Nations (Indiens de l'Amérique du Nord), n.d.a.",515,235,280,1.7,1.5,1.8
2021,Origine ethnique ou culturelle,1717,  Métis,105,60,45,0.3,0.4,0.3
2021,Origine ethnique ou culturelle,1718,"  Européen, n.d.a.",315,170,145,1.0,1.1,0.9
