annee,theme,id_caracteristiques,nom_caracteristiques,chiffre_total,chiffre_hommes,chiffre_femmes
2016,Nouveaux immigrants selon certains lieux de naissance,1251,    Autres lieux de naissance en Afrique,35,15,15
2016,Nouveaux immigrants selon certains lieux de naissance,1252,  Asie,35,15,25
2016,Nouveaux immigrants selon certains lieux de naissance,1253,    Afghanistan,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1254,    Bangladesh,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1255,    Chine,15,10,10
2016,Nouveaux immigrants selon certains lieux de naissance,1256,    Hong Kong,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1257,    Inde,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1258,    Iran,10,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1259,    Iraq,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1260,    Israël,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1261,    Japon,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1262,    Corée du Sud,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1263,    Liban,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1264,    Népal,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1265,    Pakistan,0,0,10
2016,Nouveaux immigrants selon certains lieux de naissance,1266,    Philippines,10,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1267,    Arabie saoudite,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1268,    Sri Lanka,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1269,    Syrie,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1270,    Taïwan,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1271,    Turquie,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1272,    Émirats arabes unis,10,0,10
2016,Nouveaux immigrants selon certains lieux de naissance,1273,    Viet Nam,10,0,10
2016,Nouveaux immigrants selon certains lieux de naissance,1274,    Autres lieux de naissance en Asie,10,10,0
2016,Nouveaux immigrants selon certains lieux de naissance,1275,  Océanie et autres,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1276,    Australie,0,0,0
2016,Nouveaux immigrants selon certains lieux de naissance,1277,    Autres lieux de naissance,0,0,0
2016,Statut des générations,1278,Total - Statut des générations pour la population dans les ménages privés - Données-échantillon (25 %),28640,13960,14680
2016,Statut des générations,1279,  Première génération,1735,860,875
2016,Statut des générations,1280,  Deuxième génération,1875,920,955
2016,Statut des générations,1281,  Troisième génération ou plus,25030,12180,12845
2016, Catégorie d'admission et type de demandeur,1282,Total - Catégorie d'admission et type de demandeur de la population immigrante dans les ménages privés admise entre 1980 et 2016 - Données-échantillon (25 %),1215,595,620
2016, Catégorie d'admission et type de demandeur,1283,  Immigrants économiques,600,315,285
2016, Catégorie d'admission et type de demandeur,1284,    Demandeurs principaux,295,195,100
2016, Catégorie d'admission et type de demandeur,1285,    Demandeurs secondaires,305,125,180
2016, Catégorie d'admission et type de demandeur,1286,  Immigrants parrainés par la famille,365,145,225
2016, Catégorie d'admission et type de demandeur,1287,  Réfugiés,240,135,105
2016, Catégorie d'admission et type de demandeur,1288,  Autres immigrants,15,10,10
2016,Population des autochtones,1289,Total - Identité autochtone pour la population dans les ménages privés - Données-échantillon (25 %),28640,13960,14680
2016,Population des autochtones,1290,  Identité autochtone,260,140,120
2016,Population des autochtones,1291,    Réponses autochtones uniques,250,130,125
2016,Population des autochtones,1292,      Première Nation (Indien de l'Amérique du Nord),120,55,60
2016,Population des autochtones,1293,      Métis,125,70,60
2016,Population des autochtones,1294,      Inuk (Inuit),0,10,10
2016,Population des autochtones,1295,    Réponses autochtones multiples,0,0,0
2016,Population des autochtones,1296,    Réponses autochtones non incluses ailleurs,10,10,0
2016,Population des autochtones,1297,  Identité non autochtone,28380,13825,14555
2016,Population des autochtones,1298,Total - Population selon le statut d'Indien inscrit ou des traités pour la population dans les ménages privés - Données-échantillon (25 %),28635,13960,14675
2016,Population des autochtones,1299,  Indien inscrit ou des traités,45,30,20
2016,Population des autochtones,1300,  Pas un Indien inscrit ou des traités,28590,13935,14660
2016,Population des autochtones,1301,Total - Ascendance autochtone pour la population dans les ménages privés - Données-échantillon (25 %),28640,13960,14675
2016,Population des autochtones,1302,  Ascendance autochtone (seulement),175,90,85
2016,Population des autochtones,1303,    Ascendance autochtone unique (seulement),175,85,85
2016,Population des autochtones,1304,      Ascendance unique liée aux Premières Nations (Indiens de l'Amérique du Nord),145,75,65
2016,Population des autochtones,1305,      Ascendance unique des Métis,30,15,15
2016,Population des autochtones,1306,      Ascendance unique des Inuits,0,0,0
2016,Population des autochtones,1307,    Ascendances autochtones multiples (seulement),0,0,0
2016,Population des autochtones,1308,      Ascendances liées aux Premières Nations (Indiens de l'Amérique du Nord) et aux Métis,0,0,0
2016,Population des autochtones,1309,      Ascendances liées aux Premières Nations (Indiens de l'Amérique du Nord) et aux Inuits,0,0,0
2016,Population des autochtones,1310,      Ascendances liées aux Métis et aux Inuits,0,0,0
2016,Population des autochtones,1311,      Ascendances liées aux Premières Nations (Indiens de l'Amérique du Nord); Métis et Inuits,0,0,0
2016,Population des autochtones,1312,  Ascendances autochtones et non autochtones,910,430,485
2016,Population des autochtones,1313,    Ascendance autochtone unique et non autochtone,910,430,485
2016,Population des autochtones,1314,      Ascendances liées aux Premières Nations (Indiens de l'Amérique du Nord) et ascendance non autochtone,780,350,430
2016,Population des autochtones,1315,      Ascendances liées aux Métis et ascendance non autochtone,135,75,55
2016,Population des autochtones,1316,      Ascendances liées aux Inuits et ascendance non autochtone,0,0,0
2016,Population des autochtones,1317,    Ascendances autochtones et non autochtones multiples,10,10,0
2016,Population des autochtones,1318,      Ascendances liées aux Premières Nations (Indiens de l'Amérique du Nord); aux Métis; ainsi que de l'ascendance non autochtone,0,0,0
2016,Population des autochtones,1319,      Ascendances liées aux Premières Nations (Indiens de l'Amérique du Nord); aux Inuits; ainsi que de l'ascendance non autochtone,0,0,0
2016,Population des autochtones,1320,      Ascendances liées aux Métis; aux Inuits ainsi que de l'ascendance non autochtone,0,0,0
2016,Population des autochtones,1321,      Ascendances liées aux Premières Nations (Indiens de l'Amérique du Nord); aux Métis; et aux Inuits; ainsi que de l'ascendance non autochtone,0,0,0
2016,Population des autochtones,1322,  Ascendance non autochtone (seulement),27550,13440,14110
2016,Population des minorités visibles,1323,Total - Minorités visibles pour la population dans les ménages privés - Données-échantillon (25 %),28635,13960,14680
2016,Population des minorités visibles,1324,  Total de la population des minorités visibles,1330,655,675
2016,Population des minorités visibles,1325,    Sud-Asiatique,55,25,30
2016,Population des minorités visibles,1326,    Chinois,110,45,65
2016,Population des minorités visibles,1327,    Noir,410,200,205
2016,Population des minorités visibles,1328,    Philippin,15,15,10
2016,Population des minorités visibles,1329,    Latino-Américain,170,80,95
2016,Population des minorités visibles,1330,    Arabe,325,150,180
2016,Population des minorités visibles,1331,    Asiatique du Sud-Est,75,50,25
2016,Population des minorités visibles,1332,    Asiatique occidental,80,50,30
2016,Population des minorités visibles,1333,    Coréen,10,10,0
2016,Population des minorités visibles,1334,    Japonais,10,0,10
2016,Population des minorités visibles,1335,    Minorité visible; n.i.a.,10,0,10
2016,Population des minorités visibles,1336,    Minorités visibles multiples,65,35,30
2016,Population des minorités visibles,1337,  Pas une minorité visible,27310,13310,14000
2016,Population des origines ethniques,1338,Total - Origine ethnique pour la population dans les ménages privés - Données-échantillon (25 %),28640,13965,14675
2016,Population des origines ethniques,1339,  Origines autochtones nord-américaines,1085,520,570
2016,Population des origines ethniques,1340,    Premières Nations (Indien de l'Amérique du Nord),925,430,495
2016,Population des origines ethniques,1341,    Inuit,0,0,0
2016,Population des origines ethniques,1342,    Métis,165,95,70
2016,Population des origines ethniques,1343,  Autres origines nord-américaines,20365,9870,10500
2016,Population des origines ethniques,1344,    Acadien,145,60,90
2016,Population des origines ethniques,1345,    Américain,235,105,130
2016,Population des origines ethniques,1346,    Canadien,19605,9485,10120
2016,Population des origines ethniques,1347,    Néo-brunswickois,0,0,0
2016,Population des origines ethniques,1348,    Terre-Neuvien,0,0,0
2016,Population des origines ethniques,1349,    Néo-écossais,0,0,0
2016,Population des origines ethniques,1350,    Ontarien,0,10,0
2016,Population des origines ethniques,1351,    Québécois,620,315,305
2016,Population des origines ethniques,1352,    Autres origines nord-américaines; n.i.a.,0,0,0
2016,Population des origines ethniques,1353,  Origines européennes,11715,5850,5865
2016,Population des origines ethniques,1354,    Origines des îles britanniques,3105,1505,1600
2016,Population des origines ethniques,1355,      Insulaire anglo-normand,10,0,10
2016,Population des origines ethniques,1356,      Cornique,0,0,0
2016,Population des origines ethniques,1357,      Anglais,995,515,475
2016,Population des origines ethniques,1358,      Irlandais,1895,920,980
2016,Population des origines ethniques,1359,      Mannois,0,0,0
2016,Population des origines ethniques,1360,      Écossais,915,405,515
2016,Population des origines ethniques,1361,      Gallois,35,30,10
2016,Population des origines ethniques,1362,      Origines des îles britanniques; n.i.a.,40,20,25
2016,Population des origines ethniques,1363,    Origines françaises,8305,4120,4190
2016,Population des origines ethniques,1364,      Alsacien,0,0,0
2016,Population des origines ethniques,1365,      Breton,100,45,55
2016,Population des origines ethniques,1366,      Corse,0,0,0
2016,Population des origines ethniques,1367,      Français,8240,4095,4145
2016,Population des origines ethniques,1368,    Origines d'Europe de l'Ouest (sauf origines françaises),985,510,480
2016,Population des origines ethniques,1369,      Autrichien,65,40,25
2016,Population des origines ethniques,1370,      Bavarois,0,0,0
2016,Population des origines ethniques,1371,      Belge,260,165,90
2016,Population des origines ethniques,1372,      Hollandais,95,55,40
2016,Population des origines ethniques,1373,      Flamand,0,0,0
2016,Population des origines ethniques,1374,      Frison,0,0,0
2016,Population des origines ethniques,1375,      Allemand,555,260,290
2016,Population des origines ethniques,1376,      Luxembourgeois,0,0,0
2016,Population des origines ethniques,1377,      Suisse,65,25,40
2016,Population des origines ethniques,1378,      Origines d'Europe de l'Ouest; n.i.a.,0,0,0
2016,Population des origines ethniques,1379,    Origines d'Europe du Nord (sauf origines des îles britanniques),45,35,10
2016,Population des origines ethniques,1380,      Danois,25,20,0
2016,Population des origines ethniques,1381,      Finlandais,0,10,0
2016,Population des origines ethniques,1382,      Islandais,0,0,0
2016,Population des origines ethniques,1383,      Norvégien,10,10,0
2016,Population des origines ethniques,1384,      Suédois,10,0,10
2016,Population des origines ethniques,1385,      Origines d'Europe du Nord; n.i.a.,0,0,0
2016,Population des origines ethniques,1386,    Origines d'Europe de l'Est,705,395,310
2016,Population des origines ethniques,1387,      Bulgare,15,0,10
2016,Population des origines ethniques,1388,      Biélorusse,0,0,0
2016,Population des origines ethniques,1389,      Tchèque,0,0,0
2016,Population des origines ethniques,1390,      Tchécoslovaque; n.d.a.,20,15,10
2016,Population des origines ethniques,1391,      Estonien,0,0,0
2016,Population des origines ethniques,1392,      Hongrois,110,70,45
2016,Population des origines ethniques,1393,      Letton,0,0,0
2016,Population des origines ethniques,1394,      Lituanien,25,15,10
2016,Population des origines ethniques,1395,      Moldove,15,0,10
2016,Population des origines ethniques,1396,      Polonais,290,145,150
2016,Population des origines ethniques,1397,      Roumain,135,65,65
2016,Population des origines ethniques,1398,      Russe,90,60,25
2016,Population des origines ethniques,1399,      Slovaque,40,20,20
2016,Population des origines ethniques,1400,      Ukrainien,55,30,30
2016,Population des origines ethniques,1401,      Origines d'Europe de l'Est; n.i.a.,0,0,0
2016,Population des origines ethniques,1402,    Origines sud-européennes,1520,760,765
2016,Population des origines ethniques,1403,      Albanais,0,0,0
2016,Population des origines ethniques,1404,      Bosniaque,10,0,0
2016,Population des origines ethniques,1405,      Catalan,10,0,0
2016,Population des origines ethniques,1406,      Croate,0,0,0
2016,Population des origines ethniques,1407,      Cypriote,0,0,0
2016,Population des origines ethniques,1408,      Grec,70,45,30
2016,Population des origines ethniques,1409,      Italien,865,420,440
2016,Population des origines ethniques,1410,      Kosovar,0,0,0
2016,Population des origines ethniques,1411,      Macédonien,30,20,10
2016,Population des origines ethniques,1412,      Maltais,0,0,0
2016,Population des origines ethniques,1413,      Monténégrin,0,0,0
2016,Population des origines ethniques,1414,      Portugais,285,125,160
2016,Population des origines ethniques,1415,      Serbe,10,10,10
2016,Population des origines ethniques,1416,      Sicilien,0,0,0
2016,Population des origines ethniques,1417,      Slovène,10,0,0
2016,Population des origines ethniques,1418,      Espagnol,265,140,130
2016,Population des origines ethniques,1419,      Yougoslave; n.d.a.,25,10,10
2016,Population des origines ethniques,1420,      Origines sud-européennes; n.i.a.,0,0,0
2016,Population des origines ethniques,1421,    Autres origines européennes,60,35,25
2016,Population des origines ethniques,1422,      Basque,10,10,10
2016,Population des origines ethniques,1423,      Juif,0,0,0
2016,Population des origines ethniques,1424,      Roma (Tzigane),0,10,0
2016,Population des origines ethniques,1425,      Slave; n.d.a.,0,0,0
2016,Population des origines ethniques,1426,      Autres origines européennes; n.i.a.,35,10,20
2016,Population des origines ethniques,1427,  Origines des Caraïbes,295,135,160
2016,Population des origines ethniques,1428,    Antiguais,0,0,0
2016,Population des origines ethniques,1429,    Bahamien,0,0,0
2016,Population des origines ethniques,1430,    Barbadien,15,10,10
2016,Population des origines ethniques,1431,    Bermudien,0,0,0
2016,Population des origines ethniques,1432,    Indien caraïbe (Caribe),0,0,0
2016,Population des origines ethniques,1433,    Cubain,10,10,0
2016,Population des origines ethniques,1434,    Dominicain,10,0,0
2016,Population des origines ethniques,1435,    Grenadien,0,0,0
2016,Population des origines ethniques,1436,    Guadeloupéen,0,0,10
2016,Population des origines ethniques,1437,    Haïtien,240,105,130
2016,Population des origines ethniques,1438,    Jamaïquain,10,10,10
2016,Population des origines ethniques,1439,    Kittien/Névicien,0,0,0
2016,Population des origines ethniques,1440,    Martiniquais,0,0,0
2016,Population des origines ethniques,1441,    Montserratien,0,0,0
2016,Population des origines ethniques,1442,    Portoricain,0,0,0
2016,Population des origines ethniques,1443,    Saint-Lucien,0,0,0
2016,Population des origines ethniques,1444,    Trinidadien/Tobagonien,0,0,10
2016,Population des origines ethniques,1445,    Saint-Vincentais/Grenadin,0,0,0
2016,Population des origines ethniques,1446,    Antillais Britannique; n.d.a.,0,0,0
2016,Population des origines ethniques,1447,    Origines des Caraïbes; n.i.a.,0,0,0
2016,Population des origines ethniques,1448,  Origines de l'Amérique latine; centrale et du Sud,300,145,160
2016,Population des origines ethniques,1449,    Autochtone de l'Amérique centrale et du Sud (sauf Arawak et Maya),0,0,0
2016,Population des origines ethniques,1450,    Arawak,0,0,0
2016,Population des origines ethniques,1451,    Argentin,0,0,0
2016,Population des origines ethniques,1452,    Bélizien,0,0,0
2016,Population des origines ethniques,1453,    Bolivien,0,0,0
2016,Population des origines ethniques,1454,    Brésilien,25,15,10
2016,Population des origines ethniques,1455,    Chilien,45,20,20
2016,Population des origines ethniques,1456,    Colombien,40,10,35
2016,Population des origines ethniques,1457,    Costaricain,0,0,0
2016,Population des origines ethniques,1458,    Équatorien,10,0,0
2016,Population des origines ethniques,1459,    Guatémaltèque,0,0,0
2016,Population des origines ethniques,1460,    Guyanais,15,0,15
2016,Population des origines ethniques,1461,    Hispanique,0,0,0
2016,Population des origines ethniques,1462,    Hondurien,0,0,0
2016,Population des origines ethniques,1463,    Maya,0,0,0
2016,Population des origines ethniques,1464,    Mexicain,65,35,30
2016,Population des origines ethniques,1465,    Nicaraguayen,0,0,0
2016,Population des origines ethniques,1466,    Panaméen,0,0,0
2016,Population des origines ethniques,1467,    Paraguayen,10,0,0
2016,Population des origines ethniques,1468,    Péruvien,35,25,10
2016,Population des origines ethniques,1469,    Salvadorien,55,25,30
2016,Population des origines ethniques,1470,    Uruguayen,0,0,0
2016,Population des origines ethniques,1471,    Vénézuélien,10,0,0
2016,Population des origines ethniques,1472,    Origines de l'Amérique latine; centrale et du Sud; n.i.a.,15,10,10
2016,Population des origines ethniques,1473,  Origines africaines,515,275,245
2016,Population des origines ethniques,1474,    Origines de l'Afrique centrale et de l'Ouest,105,60,50
2016,Population des origines ethniques,1475,      Akan,0,0,0
2016,Population des origines ethniques,1476,      Angolais,0,0,0
2016,Population des origines ethniques,1477,      Ashanti,0,0,0
2016,Population des origines ethniques,1478,      Béninois,20,15,10
2016,Population des origines ethniques,1479,      Burkinabais,25,10,15
2016,Population des origines ethniques,1480,      Camerounais,40,15,20
2016,Population des origines ethniques,1481,      Tchadien,0,0,0
2016,Population des origines ethniques,1482,      Congolais,0,10,0
2016,Population des origines ethniques,1483,      Edo,0,0,0
2016,Population des origines ethniques,1484,      Éwé,0,0,0
2016,Population des origines ethniques,1485,      Gabonais,0,0,0
2016,Population des origines ethniques,1486,      Gambien,0,0,0
2016,Population des origines ethniques,1487,      Ghanéen,0,0,0
2016,Population des origines ethniques,1488,      Guinéen,15,0,10
2016,Population des origines ethniques,1489,      Ibo,0,0,0
2016,Population des origines ethniques,1490,      Ivoirien,10,10,10
2016,Population des origines ethniques,1491,      Libérien,0,0,0
2016,Population des origines ethniques,1492,      Malien,0,0,0
2016,Population des origines ethniques,1493,      Malinké,0,0,0
2016,Population des origines ethniques,1494,      Nigérian,0,0,0
2016,Population des origines ethniques,1495,      Peulh,0,0,0
2016,Population des origines ethniques,1496,      Sénégalais,0,0,0
2016,Population des origines ethniques,1497,      Sierra-Léonais,0,0,0
2016,Population des origines ethniques,1498,      Togolais,0,0,0
2016,Population des origines ethniques,1499,      Wolof,0,0,0
2016,Population des origines ethniques,1500,      Yoruba,0,0,0
2016,Population des origines ethniques,1501,      Origines de l'Afrique centrale et de l'Ouest; n.i.a.,0,0,0
2016,Population des origines ethniques,1502,    Origines de l'Afrique du Nord,295,150,150
2016,Population des origines ethniques,1503,      Algérien,80,55,30
2016,Population des origines ethniques,1504,      Berbère,40,20,15
2016,Population des origines ethniques,1505,      Copte,0,0,0
2016,Population des origines ethniques,1506,      Dinka,0,0,0
2016,Population des origines ethniques,1507,      Égyptien,75,35,35
2016,Population des origines ethniques,1508,      Libyen,0,0,0
2016,Population des origines ethniques,1509,      Maure,0,0,0
2016,Population des origines ethniques,1510,      Marocain,105,40,70
2016,Population des origines ethniques,1511,      Soudanais,0,0,0
2016,Population des origines ethniques,1512,      Tunisien,15,10,10
2016,Population des origines ethniques,1513,      Origines de l'Afrique du Nord; n.i.a.,0,0,0
2016,Population des origines ethniques,1514,    Origines de l'Afrique du Sud et de l'Est,45,20,25
2016,Population des origines ethniques,1515,      Afrikaner,0,0,0
2016,Population des origines ethniques,1516,      Amhara,0,0,0
2016,Population des origines ethniques,1517,      Bantou; n.d.a.,0,0,0
2016,Population des origines ethniques,1518,      Burundais,15,0,10
2016,Population des origines ethniques,1519,      Djiboutien,0,0,0
2016,Population des origines ethniques,1520,      Érythréen,0,0,0
2016,Population des origines ethniques,1521,      Éthiopien,0,0,0
2016,Population des origines ethniques,1522,      Harari,0,0,0
2016,Population des origines ethniques,1523,      Kényan,0,0,0
2016,Population des origines ethniques,1524,      Malgache,0,0,0
2016,Population des origines ethniques,1525,      Mauricien,25,10,15
2016,Population des origines ethniques,1526,      Oromo,0,0,0
2016,Population des origines ethniques,1527,      Rwandais,0,0,0
2016,Population des origines ethniques,1528,      Seychellois,0,0,0
2016,Population des origines ethniques,1529,      Somalien,0,0,0
2016,Population des origines ethniques,1530,      Sud-Africain,0,10,0
2016,Population des origines ethniques,1531,      Tanzanien,0,0,0
2016,Population des origines ethniques,1532,      Tigréen,0,0,0
2016,Population des origines ethniques,1533,      Ougandais,0,0,0
2016,Population des origines ethniques,1534,      Zambien,0,0,0
2016,Population des origines ethniques,1535,      Zimbabwéen,0,0,0
2016,Population des origines ethniques,1536,      Zulu,0,0,0
2016,Population des origines ethniques,1537,      Origines de l'Afrique du Sud et de l'Est; n.i.a.,0,0,0
2016,Population des origines ethniques,1538,    Autres origines africaines,90,60,30
2016,Population des origines ethniques,1539,      Noir; n.d.a.,25,15,10
2016,Population des origines ethniques,1540,      Autres origines africaines; n.i.a.,70,40,20
2016,Population des origines ethniques,1541,  Origines asiatiques,755,380,375
2016,Population des origines ethniques,1542,    Origines de l'Asie centrale occidentale et du Moyen-Orient,400,205,190
2016,Population des origines ethniques,1543,      Afghan,120,75,45
2016,Population des origines ethniques,1544,      Arabe; n.d.a.,135,65,70
2016,Population des origines ethniques,1545,      Arménien,15,10,10
2016,Population des origines ethniques,1546,      Assyrien,0,0,0
2016,Population des origines ethniques,1547,      Azerbaïdjanais,0,0,0
2016,Population des origines ethniques,1548,      Géorgien,0,0,0
2016,Population des origines ethniques,1549,      Hazara,0,0,0
2016,Population des origines ethniques,1550,      Iranien,30,15,15
2016,Population des origines ethniques,1551,      Irakien,10,0,0
2016,Population des origines ethniques,1552,      Israélien,0,0,0
2016,Population des origines ethniques,1553,      Jordanien,0,0,0
2016,Population des origines ethniques,1554,      Kazakh,0,0,0
2016,Population des origines ethniques,1555,      Kurde,0,0,0
2016,Population des origines ethniques,1556,      Koweïtien,0,0,0
2016,Population des origines ethniques,1557,      Kirghiz,0,0,0
2016,Population des origines ethniques,1558,      Libanais,65,35,30
2016,Population des origines ethniques,1559,      Palestinien,10,0,10
2016,Population des origines ethniques,1560,      Pachtoune,0,0,0
2016,Population des origines ethniques,1561,      Saoudien,0,0,0
2016,Population des origines ethniques,1562,      Syrien,0,0,10
2016,Population des origines ethniques,1563,      Tadjik,0,0,0
2016,Population des origines ethniques,1564,      Tatar,0,0,0
2016,Population des origines ethniques,1565,      Turc,25,15,10
2016,Population des origines ethniques,1566,      Turkmène,0,0,0
2016,Population des origines ethniques,1567,      Ouigour,0,0,0
2016,Population des origines ethniques,1568,      Ouzbek,0,0,0
2016,Population des origines ethniques,1569,      Yéménite,0,0,0
2016,Population des origines ethniques,1570,      Origines de l'Asie centrale occidentale et du Moyen-Orient; n.i.a.,0,0,0
2016,Population des origines ethniques,1571,    Origines sud-asiatiques,85,30,55
2016,Population des origines ethniques,1572,      Bangladeshi,10,0,0
2016,Population des origines ethniques,1573,      Bengali,0,0,0
2016,Population des origines ethniques,1574,      Bhoutanais,0,0,0
2016,Population des origines ethniques,1575,      Indien de l'Inde,55,10,50
2016,Population des origines ethniques,1576,      Origines de Goa,0,0,0
2016,Population des origines ethniques,1577,      Gujarati,0,0,0
2016,Population des origines ethniques,1578,      Origines du Cachemire,0,0,0
2016,Population des origines ethniques,1579,      Népalais,0,0,0
2016,Population des origines ethniques,1580,      Pakistanais,20,10,10
2016,Population des origines ethniques,1581,      Pendjabi,0,0,0
2016,Population des origines ethniques,1582,      Cingalais,0,0,0
2016,Population des origines ethniques,1583,      Sri-Lankais,10,10,0
2016,Population des origines ethniques,1584,      Tamoul,0,0,0
2016,Population des origines ethniques,1585,      Origines sud-asiatiques; n.i.a.,0,0,0
2016,Population des origines ethniques,1586,    Origines asiatiques de l'Est et du Sud-Est,285,155,135
2016,Population des origines ethniques,1587,      Birman,0,0,0
2016,Population des origines ethniques,1588,      Cambodgien (Khmer),15,0,0
2016,Population des origines ethniques,1589,      Chinois,165,70,100
2016,Population des origines ethniques,1590,      Philippin,20,20,10
2016,Population des origines ethniques,1591,      Hmong,0,0,0
2016,Population des origines ethniques,1592,      Indonésien,0,0,0
2016,Population des origines ethniques,1593,      Japonais,15,15,0
2016,Population des origines ethniques,1594,      Karen,0,0,0
2016,Population des origines ethniques,1595,      Coréen,15,10,10
2016,Population des origines ethniques,1596,      Laotien,0,0,0
2016,Population des origines ethniques,1597,      Malaisien,0,0,0
2016,Population des origines ethniques,1598,      Mongol,0,0,0
2016,Population des origines ethniques,1599,      Singapourien,0,0,0
2016,Population des origines ethniques,1600,      Taïwanais,0,0,0
2016,Population des origines ethniques,1601,      Thaïlandais,10,10,10
2016,Population des origines ethniques,1602,      Tibétain,0,0,0
2016,Population des origines ethniques,1603,      Vietnamien,50,35,10
2016,Population des origines ethniques,1604,      Origines asiatiques de l'Est et du Sud-Est; n.i.a.,0,0,0
2016,Population des origines ethniques,1605,    Autres origines asiatiques,0,0,0
2016,Population des origines ethniques,1606,      Autres origines asiatiques; n.i.a.,0,0,0
2016,Population des origines ethniques,1607,  Origines de l'Océanie,15,15,0
2016,Population des origines ethniques,1608,    Australien,0,0,0
2016,Population des origines ethniques,1609,    Néo-Zélandais,15,10,0
2016,Population des origines ethniques,1610,    Origines des îles du Pacifique,0,0,0
2016,Population des origines ethniques,1611,      Fidjien,0,0,0
2016,Population des origines ethniques,1612,      Hawaïen,0,0,0
2016,Population des origines ethniques,1613,      Maori,0,0,0
2016,Population des origines ethniques,1614,      Polynésien; n.d.a.,0,0,0
2016,Population des origines ethniques,1615,      Samoan,0,0,0
2016,Population des origines ethniques,1616,      Origines des îles du Pacifique; n.i.a.,0,0,0
2016,Caractéristiques du ménage,1617,Total - Ménages privés selon le mode d'occupation - Données-échantillons (25 %),11245,,
2016,Caractéristiques du ménage,1618,  Propriétaire,8590,,
2016,Caractéristiques du ménage,1619,  Locataire,2655,,
2016,Caractéristiques du ménage,1620,  Logement de bande,0,,
2016,Caractéristiques du ménage,1621,Total - Logements privés occupés selon le statut de copropriété - Données-échantillons (25 %),11245,,
2016,Caractéristiques du ménage,1622,  Copropriété,1790,,
2016,Caractéristiques du ménage,1623,  Autre qu'une copropriété,9460,,
2016,Caractéristiques du ménage,1624,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),11245,,
2016,Caractéristiques du ménage,1625,  Aucune chambre à coucher,25,,
2016,Caractéristiques du ménage,1626,  1 chambre à coucher,770,,
2016,Caractéristiques du ménage,1627,  2 chambres à coucher,3125,,
2016,Caractéristiques du ménage,1628,  3 chambres à coucher,4180,,
2016,Caractéristiques du ménage,1629,  4 chambres à coucher ou plus,3145,,
2016,Caractéristiques du ménage,1630,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),11245,,
2016,Caractéristiques du ménage,1631,  1 à 4 pièces,2785,,
2016,Caractéristiques du ménage,1632,  5 pièces,1495,,
2016,Caractéristiques du ménage,1633,  6 pièces,1120,,
2016,Caractéristiques du ménage,1634,  7 pièces,1555,,
2016,Caractéristiques du ménage,1635,  8 pièces ou plus,4290,,
2016,Caractéristiques du ménage,1636,Nombre moyen de pièces par logement,6.7,,
2016,Caractéristiques du ménage,1637,Total - Ménages privés selon le nombre de personnes par pièce - Données-échantillons (25 %),11245,,
2016,Caractéristiques du ménage,1638,  Une personne ou moins par pièce,11190,,
2016,Caractéristiques du ménage,1639,  Plus d'une personne par pièce,60,,
2016,Caractéristiques du ménage,1640,Total - Ménages privés selon la taille convenable du logement - Données-échantillons (25 %),11250,,
2016,Caractéristiques du ménage,1641,  Logement de taille convenable,11025,,
2016,Caractéristiques du ménage,1642,  Logement de taille insuffisante,220,,
2016,Caractéristiques du ménage,1643,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),11245,,
2016,Caractéristiques du ménage,1644,  1960 ou avant,1120,,
2016,Caractéristiques du ménage,1645,  1961 à 1980,2575,,
2016,Caractéristiques du ménage,1646,  1981 à 1990,1625,,
2016,Caractéristiques du ménage,1647,  1991 à 2000,1975,,
2016,Caractéristiques du ménage,1648,  2001 à 2005,955,,
2016,Caractéristiques du ménage,1649,  2006 à 2010,1440,,
2016,Caractéristiques du ménage,1650,  2011 à 2016,1555,,
2016,Caractéristiques du ménage,1651,Total - Logements privés occupés selon l'état du logement - Données-échantillons (25 %),11245,,
2016,Caractéristiques du ménage,1652,  Seulement entretien régulier ou réparations mineures requises,10820,,
2016,Caractéristiques du ménage,1653,  Réparations majeures requises,425,,
2016,Caractéristiques du ménage,1654,Total - Ménages privés selon le nombre de soutiens du ménage - Données-échantillons (25 %),11245,,
